644736385	16	Gc01098
646311944	17	Gc01124
646564547	20	Gc01344
646564560	23	Gc01262
650716056	25	Gc01782
646564549	36	Gc01340
640069316	38	Gc00527
640753035	39	Gc00591
646862322	42	Gc01196
649633067	46	Gc01509
648028040	260	Gc01372
648028039	425	Gc01304
638154509	439	Gc00093
650716054	525	Gc01730
646311934	665	Gc01189
648028001	708	Gc01343
646564534	742	Gc01209
638154516	762	Gc00014
639633053	868	Gc00475
650716098	872	Gc01703
646564573	920	Gc01350
646564583	923	Gc01275
640427120	978	Gc00548
650377953	1208	Gc01411
641228485	1273	Gc00703
649633105	1335	Gc01603
641522643	1561	Gc00764
646564503	1649	Gc01257
641736196	2030	Gi02147
647533198	2085	Gi03428
647533195	2178	Gi03431
641522630	2336	Gc00743
637000087	2578	Gc00400
637000205	2695	Gc00310
638341020	2808	Gi00835
646311948	2828	Gc01176
649633058	2884	Gc01591
650716085	2935	Gc01893
637000307	3299	Gc00243
637000308	3303	Gc00319
640427149	3339	Gc00566
647533126	3346	Gi01409
637000210	3377	Gc00317
650377942	3576	Gc01427
648028052	3810	Gc01334
648028053	3812	Gc01376
639633055	3841	Gc00385
643348519	4233	Gc00860
650716002	4493	Gc01862
637000155	4525	Gc00330
648028034	4619	Gc01346
649633090	4645	Gc01653
648028054	4661	Gc01353
641228476	4704	Gc00669
648028010	5627	Gc01439
639633056	5653	Gc00448
644736402	5926	Gc01112
638341178	5931	Gi10745
640753043	5969	Gc00220
646564570	6155	Gc01274
649633075	6466	Gc01618
650716066	6539	Gc01756
637000012	6773	Gc00232
639633007	6802	Gc00454
650716081	7037	Gc01801
637000053	7200	Gc00365
647533188	7503	Gi00857
637000325	7688	Gc00316
638341179	8028	Gi01275
637000166	8036	Gc00217
651324071	8050	Gi02102
637000004	8229	Gc00411
637000249	8406	Gc00360
646564568	9008	Gc01272
637000257	9053	Gc00426
637000259	9072	Gc00421
637000260	9073	Gc00415
640069330	9075	Gc00513
639633057	9104	Gc00477
648028026	9123	Gc01378
646311913	9749	Gc01155
646564532	9834	Gc01170
648276636	10476	Gi03289
648861008	10487	Gi02717
637000096	10504	Gc00184
646311933	10654	Gc01135
641228490	10894	Gc00672
646564537	11057	Gc01273
637000326	11108	Gc00328
647000223	11258	Gi09044
649633045	11682	Gc01652
646311963	11996	Gc01146
650716084	12419	Gi10342
644736331	12523	Gc01028
644736376	12599	Gc01092
648276678	12607	Gi01273
648276623	12612	Gi03612
649989916	12630	Gi02661
648028042	12856	Gc01441
641522620	13366	Gc00755
648231703	13411	Gc01362
648276633	13451	Gi02702
647000230	13458	Gi02697
649633089	13589	Gc01546
646311904	13731	Gc01119
650716095	13755	Gc01841
649633102	13759	Gc01641
648276751	13766	Gc01944
646564580	13781	Gc01347
646311901	13852	Gc01187
640069310	13914	Gc00530
649989949	13988	Gi03244
640963024	13993	Gi01732
643886188	14096	Gi03629
649633033	14175	Gc01418
647000227	14215	Gi03537
645058761	14288	Gi03600
648028002	14308	Gc01329
650377948	14319	Gc01415
646564509	14501	Gc01337
647000263	15125	Gi02788
644736409	15522	Gc01063
642555117	15669	Gc00774
641736198	15709	Gi02294
641736169	15716	Gi01922
637000174	15758	Gc00329
641522658	15812	Gc00742
643348528	15998	Gc00929
640753019	16149	Gc00622
648028017	16152	Gc01312
637000076	16187	Gc00060
648028016	16224	Gc01435
640753016	16263	Gc00585
645951802	17310	Gi03254
648028062	18315	Gc01374
645951831	18361	Gi01728
637000090	18518	Gc00293
638341060	18641	Gi01610
637000171	20317	Gc00392
646311908	20318	Gc01202
640427135	20435	Gc00540
649633077	20463	Gc01553
641228479	21781	Gc00697
647533231	22071	Gi02902
643692003	23009	Gc00951
650716099	23660	Gc01785
649633007	24445	Gc01642
637000128	24515	Gc00332
637000305	24646	Gc00087
640427104	25191	Gc00552
641522653	25222	Gc00759
642555134	27334	Gc00822
650716107	28323	Gc01830
637000250	28419	Gc00331
649633064	28880	Gc01488
637000088	29770	Gc00286
640427128	30331	Gc00556
641522641	32018	Gc00729
650716059	32152	Gc01903
642555148	33300	Gc00809
637000117	34568	Gc00085
637000255	34689	Gc00067
643348535	35028	Gc00905
643886206	36271	Gi02682
648276689	36897	Gi03779
646564579	38062	Gc01241
649633004	39244	Gc01659
640069335	41539	Gc00481
637000218	42050	Gc00037
646564527	43329	Gc01249
641522661	43494	Gc00739
643886063	43946	Gi02616
647000273	44508	Gi02103
649633005	44630	Gc01614
637000291	45642	Gc00049
640069317	45752	Gc00506
638154519	46167	Gc00061
643886017	46191	Gi02601
637000093	46485	Gc00358
644736412	46577	Gc01009
648028047	46592	Gc01331
637000269	46924	Gc00059
637000356	47404	Gc00240
637000043	47707	Gc00035
650716065	47762	Gc01865
643886217	47914	Gi03415
638154521	47977	Gc00036
637000243	48125	Gc00062
650716055	48249	Gc01852
637000289	48329	Gc00065
639279301	49778	Gc00072
637000173	49893	Gc00015
637000184	49947	Gc00055
637000081	50180	Gc00280
638154502	50705	Gc00011
637000332	50881	Gc00038
646311962	51584	Gc01150
648028018	52311	Gc01363
637000199	53707	Gc00070
638154504	54099	Gc00039
637000172	54279	Gc00063
650633000	55319	Gi01047
637000320	55947	Gc00096
637000285	55977	Gc00098
637000351	57521	Gc00064
637000258	57778	Gc00105
649633065	58628	Gc01555
640753002	58790	Gc00587
637000005	58874	Gc00422
641522656	59096	Gc00717
637000231	61100	Gc00077
638341056	61204	Gi00836
646311968	62747	Gc01153
650377975	62942	Gc01609
637000352	63172	Gc00095
643348565	64189	Gc00900
643348560	64272	Gc00841
637000344	66211	Gc00088
637000318	66677	Gc00086
640753029	66762	Gc00636
638154508	67692	Gc00084
637000299	67874	Gc00081
639633042	68650	Gc00476
638154522	68998	Gc00042
641522613	69323	Gi10744
646564553	70874	Gc00569
648276619	70913	Gi01522
637000139	70954	Gc00394
643692050	71370	Gc00937
637000158	71542	Gc00203
646311906	71597	Gc01188
646564530	72774	Gc01199
644736394	72832	Gc01068
644736321	73040	Gc01070
637000296	73813	Gc00094
637000197	75979	Gc00325
637000182	76821	Gc00110
640753007	77556	Gc00656
637000304	78360	Gc00128
640069326	78804	Gc00517
637000349	79335	Gc00119
637000330	80600	Gc00123
646564508	81504	Gc01260
648028058	81592	Gc01373
637000309	82763	Gc00416
637000086	83477	Gc00133
649633104	83837	Gc01577
637000310	84712	Gc00313
646564511	85455	Gc01268
637000026	85849	Gc00126
637000002	87220	Gc00201
650377977	88719	Gc01494
646564514	88867	Gc01276
637000131	89285	Gc00139
648276712	89770	Gi03783
637000175	89962	Gc00153
647533196	90223	Gi03430
649633057	90541	Gc01572
637000071	90574	Gc00143
637000033	91165	Gc00147
647000278	91680	Gi02825
651053061	91804	Gc01698
637000032	91984	Gc00148
637000214	92037	Gc00152
637000314	92221	Gc00150
650377981	92554	Gc01623
637000211	92726	Gc00151
647000222	93571	Gi03275
643348575	93658	Gc00884
637000209	93824	Gc00156
648276690	94392	Gi03473
649989973	94485	Gi02744
637000207	95127	Gc00159
646311943	95916	Gc01203
639857036	96871	Gi01427
637000163	97063	Gc00334
637000121	97840	Gc00160
637000337	98036	Gc00161
646311950	98563	Gc01113
640427121	98872	Gc00574
647533240	99167	Gc01998
649633006	99524	Gc01419
642555153	99939	Gc00824
642555118	100170	Gc00828
648028038	100249	Gc01213
651053028	100448	Gc01796
638154514	101303	Gc00053
637000206	101321	Gc00227
640753040	101358	Gc00631
649633066	101371	Gc01578
647000272	101720	Gc01853
637000227	102999	Gc00373
644736377	103041	Gc01097
649633043	103079	Gc01658
637000177	103186	Gc00209
637000048	103409	Gc00216
646564585	104125	Gc01349
638154512	104684	Gc00190
650377945	104951	Gc01428
646564576	104999	Gc01270
643692019	105080	Gc00770
649633036	105497	Gc01599
650716028	105543	Gc01900
646564566	105557	Gc01232
646564574	105608	Gc01214
649989900	106038	Gi03558
637000194	106315	Gc00304
639279310	106485	Gc00432
650377909	106487	Gc01493
642555137	106728	Gc00858
638341245	106795	Gi01532
637000354	106844	Gc00178
640963002	106892	Gi01740
641522648	106920	Gc00720
650377947	107276	Gc01492
646311927	107532	Gc01125
637000335	107846	Gc00124
642791618	108024	Gi01672
638154515	108031	Gc00078
643692009	108295	Gc00211
637000120	108300	Gc00166
637000027	108366	Gc00192
637000180	108671	Gc00188
637000140	108679	Gc00171
637000149	108713	Gc00206
637000183	108728	Gc00005
637000170	108810	Gc00045
640069313	109381	Gc00526
650716029	109529	Gc01861
637000089	109890	Gc00246
638341044	110770	Gi00118
647000274	110845	Gi02817
649633051	111360	Gc01616
643692013	111440	Gc00978
638154520	111673	Gc00248
637000346	111718	Gc00256
637000267	111879	Gc00242
648028050	111917	Gc01429
637000188	112315	Gc00258
637000068	112346	Gc00027
643692020	112393	Gc00979
646311964	114636	Gc01158
642487181	114683	Gc00749
638341022	114941	Gi00096
645058870	114948	Gi01011
649633063	115032	Gc01535
637000039	115056	Gc00263
638154511	125020	Gc00162
646311965	125660	Gc01152
637000322	128421	Gc00182
646311926	128430	Gc00008
637000264	128448	Gc00106
637000152	128458	Gc00068
637000150	128474	Gc00180
637000015	128496	Gc00195
637000019	128510	Gc00228
637000016	128513	Gc00173
638154503	128515	Gc00231
637000094	128538	Gc00207
637000042	128561	Gc00101
637000013	128585	Gc00189
637000293	128611	Gc00205
639279304	128618	Gc00213
637000118	128648	Gc00237
637000333	128655	Gc00034
637000054	128665	Gc00245
637000079	128669	Gc00076
637000136	128686	Gc00236
637000141	128689	Gc00122
637000159	128706	Gc00040
638154506	128710	Gc00177
637000122	128716	Gc00251
637000302	128726	Gc00233
637000287	128729	Gc00100
637000014	128751	Gc00136
637000301	128781	Gc00137
637000341	128800	Gc00158
637000189	128805	Gc00026
637000198	128807	Gc00224
637000144	128821	Gc00054
637000023	128893	Gc00196
637000355	128942	Gc00210
637000138	128957	Gc00252
637000252	128997	Gc00238
637000154	129007	Gc00186
637000153	129009	Gc00069
646311909	129013	Gc00010
637000028	129029	Gc00191
637000020	129042	Gc00031
637000108	129044	Gc00046
637000215	129049	Gc00204
637000290	129051	Gc00058
637000303	129056	Gc00234
639560100	129072	Gc00041
637000017	129093	Gc00135
637000323	129123	Gc00235
637000148	129126	Gc00219
637000146	129134	Gc00226
650377946	129141	Gc01836
637000327	129174	Gc00174
637000025	129213	Gc00222
637000147	129227	Gc00225
637000018	129281	Gc00215
637000306	129288	Gc00212
637000074	129297	Gc00157
637000263	129310	Gc00130
639633046	129374	Gc00474
637000160	129415	Gc00399
641522626	129861	Gc00762
638341074	129891	Gi00176
638154517	130028	Gc00273
647000207	130338	Gi02603
642555121	130684	Gc00814
642555149	130703	Gc00835
642555160	130983	Gc00274
640427130	131048	Gc00533
639633036	131701	Gc00458
646564586	131852	Gc01303
638341079	132290	Gi00215
637000277	132800	Gc00051
640069307	132944	Gc00531
637000343	133030	Gc00265
637000271	133194	Gc00384
638341092	133209	Gm00331
637000273	133255	Gc00249
639633014	133603	Gc00449
638341236	133622	Gi00702
639633006	133793	Gc00445
639857018	134006	Gi00416
642555122	134559	Gc00816
649633030	134627	Gc01487
637000220	134663	Gc00269
641522629	136540	Gc00788
639279308	136670	Gc00244
637000059	136933	Gc00185
637000239	136947	Gc00165
638154505	136966	Gc00004
639633058	137029	Gc00459
637000315	137040	Gc00003
