637000038	137054	Gc00116
637000050	137094	Gc00214
638154518	137123	Gc00057
637000246	137152	Gc00208
637000226	137201	Gc00278
637000092	137205	Gc00024
637000245	137270	Gc00018
637000008	137271	Gc00239
637000244	137274	Gc00267
637000099	137282	Gc00253
637000055	137323	Gc00025
637000340	137344	Gc00255
637000236	137345	Gc00141
637000114	137424	Gc00241
637000030	137426	Gc00168
637000085	137455	Gc00271
639279307	137486	Gc00047
637000034	137496	Gc00146
637000024	137514	Gc00260
637000046	137522	Gc00389
637000185	137538	Gc00282
637000161	137554	Gc00366
637000168	137555	Gc00169
646311946	137606	Gc01148
639633050	137797	Gc00467
637000178	137824	Gc00287
637000057	137864	Gc00281
637000329	137926	Gc00398
637000223	137932	Gc00321
638341237	137958	Gi00701
637000179	138119	Gc00283
637000203	138365	Gc00048
637000278	138516	Gc00050
637000284	138683	Gc00291
642555161	138810	Gc00785
637000235	138858	Gc00359
637000193	138868	Gc00298
641522650	138896	Gc00779
637000324	138944	Gc00297
640427143	138945	Gc00323
637000097	139026	Gc00294
638341015	139039	Gi00065
640753001	139056	Gc00610
638341089	139105	Gi01136
642791621	139167	Gi02356
643348580	139355	Gc00859
637000162	139494	Gc00295
642555108	139596	Gc00792
637000286	139850	Gc00302
646564504	139853	Gc00299
637000187	140077	Gc00301
637000049	140245	Gc00303
637000063	140390	Gc00300
637000221	140417	Gc00305
637000217	140716	Gc00289
637000051	140855	Gc00309
637000204	140970	Gc00306
637000345	140985	Gc00308
637000072	141021	Gc00312
637000282	141202	Gc00250
637000119	141204	Gc00314
640427126	141231	Gc00348
641522628	141624	Gc00722
637000261	141716	Gc00322
637000338	141977	Gc00107
649633106	142409	Gc01580
637000164	142524	Gc00350
637000060	142594	Gc00307
641522637	142840	Gc00727
637000073	143083	Gc00092
637000241	143149	Gc00396
639633041	143188	Gc00461
637000276	143465	Gc00090
637000167	143793	Gc00397
637000311	144130	Gc00311
649633070	144250	Gc01567
637000041	144278	Gc00326
637000095	144439	Gc00315
637000142	144583	Gc00318
638341209	144643	Gi00618
637000066	144863	Gc00129
640427142	145028	Gc00324
648028020	145215	Gc01338
637000317	145355	Gc00341
638154510	145369	Gc00009
637000240	145418	Gc00346
638341081	145698	Gi00841
637000124	145814	Gc00142
638341183	145901	Gi00884
638341053	145904	Gi01262
637000069	146453	Gc00021
637000270	146613	Gc00337
637000105	146635	Gc00113
639633012	146724	Gc00118
637000064	146817	Gc00017
637000011	146861	Gc00336
637000281	146872	Gc00117
637000336	146894	Gc00115
637000331	146972	Gc00144
637000036	147216	Gc00012
637000101	147392	Gc00127
637000328	147951	Gc00016
637000045	148394	Gc00091
637000253	148451	Gc00125
637000007	148510	Gc00340
637000151	148535	Gc00132
647533177	148557	Gi03436
639633015	148814	Gc00488
638341107	149050	Gi00846
637000176	149052	Gc00002
638341049	149056	Gi01261
638341059	149062	Gi00837
638341138	149505	Gi00864
638341168	149574	Gi01395
637000321	149602	Gc00023
637000126	149603	Gc00001
649633042	149811	Gc01438
637000213	149920	Gc00149
637000116	149986	Gc00345
638341139	150135	Gi00862
638341052	150170	Gi01263
637000225	150510	Gc00154
637000107	150513	Gc00043
637000125	150522	Gc00268
637000272	150529	Gc00327
640427101	150884	Gc00559
644736386	151046	Gc01036
648028035	151069	Gc01330
645058782	151231	Gi02638
638341009	151248	Gi00907
641522638	151360	Gc00752
637000098	151524	Gc00353
637000062	151827	Gc00028
648861017	151918	Gi02994
637000348	152244	Gc00033
638341247	152268	Gi00902
638341215	152399	Gi00890
648028027	152518	Gc01430
637000347	152746	Gc00335
637000313	152906	Gc00343
637000191	153370	Gc00352
637000137	153653	Gc00354
637000010	153906	Gc00013
638341142	154145	Gi00866
642555105	154709	Gc00846
638341152	154768	Gi00871
638341141	155199	Gi00865
637000067	155301	Gc00357
638341214	155313	Gi00891
637000237	155628	Gc00361
638341140	155937	Gi00863
638341051	156000	Gi01264
644736387	156071	Gc01065
638341246	156083	Gi00832
637000279	156092	Gc00349
638341124	156385	Gi00852
638341169	156390	Gi00879
638341157	156459	Gi05080
640427137	156528	Gc00342
647000254	156573	Gi01861
637000238	156594	Gc00370
637000165	156676	Gc00367
642555116	156688	Gi00307
638341165	156737	Gi00877
637000208	156873	Gc00368
637000009	156880	Gc00351
637000075	156938	Gc00371
637000109	156960	Gc00364
637000295	157093	Gc00377
637000029	157716	Gc00375
637000300	158186	Gc00379
637000294	158495	Gc00376
637000292	158517	Gc00378
637000145	159002	Gc00382
638341078	159422	Gi00197
637000001	159436	Gc00380
637000268	159676	Gc00386
637000350	159714	Gc00388
643692038	159778	Gc00971
637000216	160309	Gc00395
637000219	160346	Gc00383
641228475	160463	Gc00666
637000353	160633	Gc00387
646564523	160642	Gc01101
637000248	160679	Gc00393
650716011	160963	Gc01136
637000280	161021	Gc00347
643348537	161064	Gc00918
639633052	161370	Gc00478
646564501	161417	Gc01221
642979317	162080	Gi03092
637000077	162243	Gc00406
640069312	162671	Gc00532
637000104	162759	Gc00402
643348554	163742	Gc00945
637000047	163928	Gc00430
639633002	164218	Gc00484
637000135	165618	Gc00428
642555126	166191	Gc00405
648276709	166986	Gi00882
646564513	167322	Gc00408
640427136	167563	Gc00414
642555142	167696	Gc00772
637000265	168839	Gc00410
648028059	169356	Gc01452
637000129	169691	Gc00409
641228488	170349	Gc00381
641522607	170434	Gc00404
642555132	170563	Gc00844
637000127	170898	Gc00413
637000316	170931	Gc00427
640427140	172932	Gc00539
637000339	173020	Gc00172
641522612	173522	Gc00723
637000234	173649	Gc00407
640196202	173819	Gi01361
641228504	173827	Gc00673
639633003	174244	Gc00485
639279312	174324	Gc00431
641522608	175382	Gc00761
639633047	175948	Gc00440
640753023	176528	Gc00494
639633005	176825	Gc00480
639633030	177029	Gc00447
639633033	177086	Gc00433
640427131	179315	Gc00544
639633065	179440	Gc00490
639633048	179555	Gc00472
639633021	179771	Gc00464
637000190	179942	Gc00030
640753048	180897	Gc00647
639633064	181142	Gc00473
643348521	182084	Gc00441
640427129	182979	Gc00537
642555162	183636	Gc00836
639633040	184499	Gc00489
639633028	185913	Gc00438
640753033	186010	Gc00612
639633024	186071	Gc00465
645058871	186840	Gi01330
640427150	187003	Gc00562
639633038	187015	Gc00452
639633045	187018	Gc00487
639633060	187098	Gc00446
639633035	187374	Gc00418
639633022	187412	Gc00482
639633061	187730	Gc00437
639633027	187897	Gc00436
639633020	187901	Gc00471
641228491	188142	Gc00659
639633062	188398	Gc00451
639633031	188476	Gc00450
639633025	188892	Gc00457
639857034	189314	Gi00903
639633009	189350	Gc00503
642555124	190187	Gc00709
641522646	190382	Gc00738
641228489	190778	Gc00683
639633008	191300	Gc00463
639633049	191453	Gc00439
639633016	191674	Gc00466
637000056	191713	Gc00145
639633032	191861	Gc00434
642555128	192311	Gc00782
640753057	192511	Gc00582
643348527	193176	Gc01077
639633034	193258	Gc00444
640753047	193341	Gc00650
639633026	194409	Gc00492
639633017	194541	Gc00491
639633029	196186	Gc00443
646564569	196465	Gc01345
639633004	197034	Gc00456
642555140	197037	Gc00469
639633039	198166	Gc00462
639633059	198298	Gc00483
648028028	198458	Gc01436
640196209	198492	Gi00853
641522649	198582	Gc00745
642555139	200345	Gc00771
637000312	200352	Gc00344
637000132	200945	Gc00007
644736342	201854	Gc01002
637000061	202039	Gc00056
645951829	202130	Gi05896
646206254	202545	Gi02749
638341223	202546	Gi00909
640069303	202617	Gc00505
640753008	203061	Gc00584
641228483	203067	Gc00674
638341121	203450	Gi00344
640069301	205487	Gc00522
640069334	205757	Gc00509
640612222	206145	Gi02290
640069306	206204	Gc00519
637000181	206850	Gc00170
645058869	207475	Gc01988
651053077	212171	Gc01840
640069305	212193	Gc00520
641522645	212412	Gc00719
640069331	212576	Gc00524
640069328	212696	Gc00515
640753036	213180	Gc00588
640069302	213398	Gc00514
640069304	214832	Gc00518
640069318	216145	Gc00512
643692039	217245	Gc00970
640427152	218141	Gc00538
640427110	218360	Gc00535
640427113	218510	Gc00542
640427133	218632	Gc00541
649633049	219097	Gc01644
640753020	219164	Gc00624
649633061	219489	Gc01311
640753034	219690	Gc00589
640427138	221045	Gc00551
640427115	222124	Gc00560
644736371	222540	Gc01078
641522605	222798	Gc00536
640427141	223937	Gc00545
640427111	223996	Gc00558
640427122	224220	Gc00534
640427106	224793	Gc00543
640427112	225045	Gc00553
642555129	225818	Gc00849
647533183	226125	Gi01422
644736369	226144	Gc00550
640427105	229012	Gc00570
640427134	229175	Gc00576
640427132	230306	Gc00572
640427144	230649	Gc00571
640427148	231184	Gc00565
643348544	231361	Gc00922
640427124	231446	Gc00577
642555135	232289	Gc00786
640427153	233066	Gc00528
640427123	234320	Gc00578
640427103	234467	Gc00561
640427145	234645	Gc00564
640427139	235028	Gc00575
643348574	236081	Gc00902
647000323	236219	Gi02874
641228500	236730	Gc00684
637000202	237010	Gc00167
640753028	238154	Gc00635
641228482	238272	Gc00689
646311919	238523	Gc01142
641228499	238720	Gc00694
643348583	239462	Gc00896
643348563	239664	Gc00907
641522601	240846	Gc00734
640753024	241150	Gc00641
640753026	241363	Gc00630
642555106	241715	Gc00848
642555138	241776	Gc00812
640753037	241989	Gc00619
640963031	242368	Gi01959
641380451	242438	Gi00910
640753006	242541	Gc00617
640753005	242694	Gc00633
640753013	242937	Gc00652
640753010	242987	Gc00628
637000196	243062	Gc00424
640753014	243787	Gc00629
644736400	243860	Gc01040
641228502	244416	Gc00698
648028003	244608	Gc01364
640753055	244708	Gc00643
640753025	245369	Gc00640
641228498	245385	Gc00691
644736372	245441	Gc01100
640753004	245824	Gc00657
649633091	246026	Gc01656
641522639	246149	Gc00857
640753009	246476	Gc00644
640753050	246709	Gc00646
640753011	246717	Gc00627
640753059	246824	Gc00632
641380432	246847	Gc02272
641228481	246981	Gc00699
641228477	247367	Gc00702
640753052	247822	Gc00586
640753012	247933	Gc00626
641380434	247959	Gi01417
640753053	248084	Gc00639
640753017	248269	Gc00623
640753032	248427	Gc00609
641228487	249377	Gc00692
643348536	249636	Gc00913
647533108	249682	Gi03424
641228512	249864	Gc00696
637000212	250086	Gc00290
640753003	250283	Gc00618
640753056	250576	Gc00620
637000112	250583	Gc00429
640753042	250956	Gc00611
637000195	251028	Gc00134
643348564	251181	Gc00935
640753038	251840	Gc00616
640963023	251843	Gi01709
641228495	252324	Gc00690
640753030	252382	Gc00613
641228496	252544	Gc00678
639633001	252888	Gc00460
640069311	253022	Gc00529
641228497	254667	Gc00701
640753049	255231	Gc00614
650377944	255295	Gc01491
641228480	255885	Gc00686
640753060	256283	Gc00625
640753018	256601	Gc00621
644736357	256876	Gc01019
641228484	257992	Gc00693
641228492	258045	Gc00658
641522635	258496	Gc00751
641380449	258691	Gi01711
643348513	259089	Gc00914
641522633	259425	Gc00787
641522655	259586	Gc00718
641522610	259608	Gc00733
641736173	260082	Gi02629
641736227	260518	Gi01713
637000334	260540	Gc00257
637000052	260596	Gc00333
641736250	260768	Gi02628
646564506	260782	Gc01280
647533178	260994	Gi03441
641522651	261052	Gc00765
641522659	261559	Gc00748
641736133	261912	Gi01722
641522631	261960	Gc00726
641736156	262113	Gi02277
641522619	262373	Gc00740
640427118	262736	Gc00573
641522644	263630	Gc00757
643348517	263647	Gc01432
641736159	263689	Gi02627
643692051	263842	Gc00901
641522624	263843	Gc00750
641522660	264434	Gc00767
643348512	264447	Gc00903
641736155	265247	Gi02626
641522647	265325	Gc00707
641736171	265407	Gi02364
643348549	265419	Gc00867
641736265	265649	Gi02079
641736184	265952	Gi02295
643348509	266118	Gc00930
641522603	266360	Gc00730
641522652	266611	Gc00735
648028060	266941	Gc01450
642555114	267344	Gc00817
641522617	267358	Gc00741
641736267	267533	Gi02082
641522609	267551	Gc00744
641522632	268302	Gc00721
641522654	268561	Gc00746
641736158	269224	Gi02625
641736217	269830	Gi02575
643692036	269837	Gc01504
641522642	269840	Gc00784
641522604	269867	Gc00708
641736251	269972	Gi02624
646862336	270149	Gc01084
641736266	270217	Gi02080
642555172	270406	Gc00763
641522625	270795	Gc00716
642555156	270887	Gc00839
644736396	270979	Gc01093
641522622	271092	Gc00760
641736218	274319	Gi02528
643348510	276022	Gc00897
643348511	276710	Gc00917
647000202	276866	Gi02597
642555171	278378	Gc00776
642555127	278595	Gc00773
640612202	278695	Gi09039
642555113	281436	Gc00795
641522618	281543	Gc00799
643692015	282094	Gc00953
643692023	283757	Gc01000
642555151	284475	Gc00794
642555104	287313	Gc00780
642555165	289247	Gc00808
642555125	289673	Gc00797
642555110	290517	Gc00790
642555166	293340	Gc00789
642555145	299949	Gc00813
642555170	302284	Gc00778
642555136	304980	Gc00818
643348586	305377	Gc00868
650377959	307631	Gc01433
642555168	308581	Gc00820
643348523	309674	Gc00890
637000229	310258	Gc00292
643348518	311337	Gc00861
642555155	312698	Gc00856
642555143	312804	Gc00830
643348542	314062	Gc00863
642791628	314123	Gi02074
642555158	315234	Gc00853
642555141	317108	Gc00825
642555164	318252	Gc00837
642979351	318725	Gi02574
642555167	319524	Gc00852
643348581	320868	Gc00864
642791631	321100	Gi03009
647533101	321159	Gi03422
643348551	322516	Gc00875
642555163	323569	Gc00845
637000110	324847	Gc00355
642555107	325853	Gc00811
643348571	326713	Gc00877
639633010	326974	Gc00470
637000031	327509	Gc00108
642791626	330295	Gi02077
643348558	330405	Gc00866
642555157	330633	Gc00838
642791611	331312	Gi03004
642979322	331756	Gi03048
642791625	333163	Gi02269
643348569	333698	Gc00870
643348506	334678	Gc00865
642555130	337417	Gc00815
641228493	342970	Gc00695
642791627	344373	Gi02270
642555120	344812	Gc00827
642555154	346025	Gc00850
642555101	346428	Gc00855
642555123	347501	Gc00826
649633072	347915	Gc01588
642791604	348006	Gi02363
642555152	348107	Gc00823
643348530	348126	Gc00862
642979355	348202	Gi02001
642555159	348963	Gc00842
642555109	349112	Gc00791
642791624	350167	Gi03005
642555103	350634	Gc00819
650377910	350724	Gc01489
642555119	350895	Gc00821
646311929	352907	Gc01127
648861016	354490	Gi03012
638341112	354712	Gi00762
637000186	355323	Gc00391
648028021	356043	Gc01426
642555146	356466	Gc00834
640069327	356680	Gc00417
643348531	356835	Gc00881
643348525	357462	Gc01080
642979323	359171	Gi02608
644736336	360001	Gc01081
643348508	360208	Gc00883
643348524	360681	Gc00882
642979321	361012	Gi02086
643348559	361917	Gc00879
642979305	362663	Gi03356
643348502	363772	Gc00885
642979312	364138	Gi02655
642979365	365945	Gi03113
651053057	366513	Gi10873
642979308	366564	Gi09043
643692002	367376	Gc00954
646564561	368907	Gc01240
643348532	369055	Gc00880
643348548	369792	Gc00878
637000288	370434	Gc00109
646564538	375670	Gc01015
644736352	392115	Gc01032
643348526	392828	Gc00939
644736362	404346	Gc01022
644736370	421878	Gc01031
644736379	422862	Gc01029
644736328	435477	Gc01038
647000219	440257	Gi03238
643886181	469479	Gi03551
645951844	469554	Gi02604
641736205	469638	Gi02070
645058711	469640	Gi02726
643886055	469656	Gi02612
641736271	469660	Gi02072
646206273	469688	Gi02647
646206274	469704	Gi02649
646206263	469710	Gi02650
640963014	469743	Gi01714
642791613	469771	Gi02355
642979370	469791	Gi02571
642979319	469806	Gi02573
645058788	469809	Gi02641
640963015	469838	Gi01706
643886140	469857	Gi03513
641736189	469869	Gi02447
642979313	469873	Gi02660
643886146	469874	Gi02856
645951819	469902	Gi03628
643886075	469924	Gi02675
646206260	469935	Gi02692
641736270	469957	Gi01720
641736113	469987	Gi02085
645951835	470016	Gi02679
642979371	470109	Gi02680
642979359	470113	Gi03361
642979369	470125	Gi02683
641736197	470141	Gi01716
642979320	470149	Gi02693
642791615	470153	Gi02358
643886116	470166	Gi02359
641380422	470169	Gi01721
642979306	470176	Gi03352
645951870	470177	Gi04425
643886137	470195	Gi02708
643886002	470205	Gi02705
643886057	470221	Gi02710
643886004	470252	Gi02727
643886120	470321	Gi02730
645951852	470323	Gi02731
646206261	470325	Gi02732
646206259	470336	Gi02733
645058836	470351	Gi02734
643886067	470363	Gi03725
641380446	470379	Gi01923
641380420	470395	Gi01729
648276675	470401	Gi02745
645951859	470449	Gi02763
646206275	470455	Gi02764
649633046	470460	Gc01640
646206257	470467	Gi02778
643886141	470491	Gi02773
643886014	470525	Gi02787
645951838	470526	Gi02789
643886066	470560	Gi02794
643886189	470569	Gi03414
645951865	470578	Gi02795
643886044	470594	Gi03754
645951832	470598	Gi02796
648276683	470600	Gi02797
643886046	470604	Gi02798
643886138	470630	Gi02800
643886127	470661	Gi02801
